Engine;Metric;Rule;Threshold;Penalty;Affected;Overall_OK;Overall_KO;Overall_Total;Overall_HitRate;Removed_OK;Removed_KO;Removed_Total;Removed_HitRate;Train_OK;Train_KO;Train_Total;Train_HitRate;Test_OK;Test_KO;Test_Total;Test_HitRate;NoAU_OK;NoAU_KO;NoAU_Total;NoAU_HitRate;SplitDate;DeltaOverallVsBaseline;DeltaTestVsBaseline;DeltaNoAUVsBaseline;ConfigId
v20;SEASON;AWAY_STRONG;1.1;4;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P4
v20;SEASON;AWAY_STRONG;1.1;5;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P5
v20;SEASON;AWAY_STRONG;1.1;6;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P6
v20;SEASON;AWAY_STRONG;1.1;7;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P7
v20;SEASON;AWAY_STRONG;1.1;8;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P8
v20;SEASON;AWAY_STRONG;1.1;9;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P9
v20;SEASON;AWAY_STRONG;1.1;10;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P10
v20;SEASON;AWAY_STRONG;1.1;11;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P11
v20;SEASON;AWAY_STRONG;1.1;12;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P12
v20;SEASON;AWAY_STRONG;1.1;13;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P13
v20;SEASON;AWAY_STRONG;1.1;14;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P14
v20;SEASON;AWAY_STRONG;1.1;15;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.10|P15
v20;SEASON;AWAY_STRONG;1.2;3;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P3
v20;SEASON;AWAY_STRONG;1.2;4;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P4
v20;SEASON;AWAY_STRONG;1.2;5;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P5
v20;SEASON;AWAY_STRONG;1.2;6;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P6
v20;SEASON;AWAY_STRONG;1.2;7;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P7
v20;SEASON;AWAY_STRONG;1.2;8;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P8
v20;SEASON;AWAY_STRONG;1.2;9;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P9
v20;SEASON;AWAY_STRONG;1.2;10;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P10
v20;SEASON;AWAY_STRONG;1.2;11;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P11
v20;SEASON;AWAY_STRONG;1.2;12;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P12
v20;SEASON;AWAY_STRONG;1.2;13;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P13
v20;SEASON;AWAY_STRONG;1.2;14;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P14
v20;SEASON;AWAY_STRONG;1.2;15;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.20|P15
v20;SEASON;AWAY_STRONG;1.3;3;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P3
v20;SEASON;AWAY_STRONG;1.3;4;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P4
v20;SEASON;AWAY_STRONG;1.3;5;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P5
v20;SEASON;AWAY_STRONG;1.3;6;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P6
v20;SEASON;AWAY_STRONG;1.3;7;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P7
v20;SEASON;AWAY_STRONG;1.3;8;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P8
v20;SEASON;AWAY_STRONG;1.3;9;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P9
v20;SEASON;AWAY_STRONG;1.3;10;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P10
v20;SEASON;AWAY_STRONG;1.3;11;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P11
v20;SEASON;AWAY_STRONG;1.3;12;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P12
v20;SEASON;AWAY_STRONG;1.3;13;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P13
v20;SEASON;AWAY_STRONG;1.3;14;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P14
v20;SEASON;AWAY_STRONG;1.3;15;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.30|P15
v20;SEASON;AWAY_STRONG;1.4;3;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P3
v20;SEASON;AWAY_STRONG;1.4;4;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P4
v20;SEASON;AWAY_STRONG;1.4;5;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P5
v20;SEASON;AWAY_STRONG;1.4;6;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P6
v20;SEASON;AWAY_STRONG;1.4;7;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P7
v20;SEASON;AWAY_STRONG;1.4;8;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P8
v20;SEASON;AWAY_STRONG;1.4;9;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P9
v20;SEASON;AWAY_STRONG;1.4;10;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P10
v20;SEASON;AWAY_STRONG;1.4;11;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P11
v20;SEASON;AWAY_STRONG;1.4;12;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P12
v20;SEASON;AWAY_STRONG;1.4;13;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P13
v20;SEASON;AWAY_STRONG;1.4;14;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P14
v20;SEASON;AWAY_STRONG;1.4;15;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.40|P15
v20;SEASON;AWAY_STRONG;1.5;3;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P3
v20;SEASON;AWAY_STRONG;1.5;4;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P4
v20;SEASON;AWAY_STRONG;1.5;5;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P5
v20;SEASON;AWAY_STRONG;1.5;6;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P6
v20;SEASON;AWAY_STRONG;1.5;7;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P7
v20;SEASON;AWAY_STRONG;1.5;8;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P8
v20;SEASON;AWAY_STRONG;1.5;9;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P9
v20;SEASON;AWAY_STRONG;1.5;10;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P10
v20;SEASON;AWAY_STRONG;1.5;11;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P11
v20;SEASON;AWAY_STRONG;1.5;12;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P12
v20;SEASON;AWAY_STRONG;1.5;13;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P13
v20;SEASON;AWAY_STRONG;1.5;14;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P14
v20;SEASON;AWAY_STRONG;1.5;15;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.50|P15
v20;SEASON;AWAY_STRONG;1.6;3;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P3
v20;SEASON;AWAY_STRONG;1.6;4;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P4
v20;SEASON;AWAY_STRONG;1.6;5;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P5
v20;SEASON;AWAY_STRONG;1.6;6;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P6
v20;SEASON;AWAY_STRONG;1.6;7;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P7
v20;SEASON;AWAY_STRONG;1.6;8;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P8
v20;SEASON;AWAY_STRONG;1.6;9;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P9
v20;SEASON;AWAY_STRONG;1.6;10;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P10
v20;SEASON;AWAY_STRONG;1.6;11;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P11
v20;SEASON;AWAY_STRONG;1.6;12;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P12
v20;SEASON;AWAY_STRONG;1.6;13;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P13
v20;SEASON;AWAY_STRONG;1.6;14;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P14
v20;SEASON;AWAY_STRONG;1.6;15;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|SEASON|AWAY_STRONG|1.60|P15
v20;LAST5;AWAY_STRONG;0.8;3;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P3
v20;LAST5;AWAY_STRONG;0.8;4;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P4
v20;LAST5;AWAY_STRONG;0.8;5;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P5
v20;LAST5;AWAY_STRONG;0.8;6;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P6
v20;LAST5;AWAY_STRONG;0.8;7;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P7
v20;LAST5;AWAY_STRONG;0.8;8;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P8
v20;LAST5;AWAY_STRONG;0.8;9;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P9
v20;LAST5;AWAY_STRONG;0.8;10;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P10
v20;LAST5;AWAY_STRONG;0.8;11;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P11
v20;LAST5;AWAY_STRONG;0.8;12;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P12
v20;LAST5;AWAY_STRONG;0.8;13;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P13
v20;LAST5;AWAY_STRONG;0.8;14;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P14
v20;LAST5;AWAY_STRONG;0.8;15;1;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;9;77;88.3117;2026-08-07;0.7375;0.0;1.1322;v20|LAST5|AWAY_STRONG|0.80|P15
v20;LAST5;BOTH_STRONG;1.4;1;2;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;10;78;87.1795;2026-08-07;0.7375;0.0;0.0;v20|LAST5|BOTH_STRONG|1.40|P1
v20;LAST5;BOTH_STRONG;1.5;1;2;95;18;113;84.0708;0;1;1;0.0;54;12;66;81.8182;41;6;47;87.234;68;10;78;87.1795;2026-08-07;0.7375;0.0;0.0;v20|LAST5|BOTH_STRONG|1.50|P1
v20;LAST5;AWAY_STRONG;1.0;3;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P3
v20;LAST5;AWAY_STRONG;1.0;4;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P4
v20;LAST5;AWAY_STRONG;1.0;5;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P5
v20;LAST5;AWAY_STRONG;1.0;6;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P6
v20;LAST5;AWAY_STRONG;1.0;7;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P7
v20;LAST5;AWAY_STRONG;1.0;8;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P8
v20;LAST5;AWAY_STRONG;1.0;9;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P9
v20;LAST5;AWAY_STRONG;1.0;10;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P10
v20;LAST5;AWAY_STRONG;1.0;11;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P11
v20;LAST5;AWAY_STRONG;1.0;12;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P12
v20;LAST5;AWAY_STRONG;1.0;13;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P13
v20;LAST5;AWAY_STRONG;1.0;14;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P14
v20;LAST5;AWAY_STRONG;1.0;15;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.00|P15
v20;LAST5;AWAY_STRONG;1.1;3;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.10|P3
v20;LAST5;AWAY_STRONG;1.1;4;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.10|P4
v20;LAST5;AWAY_STRONG;1.1;5;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.10|P5
v20;LAST5;AWAY_STRONG;1.1;6;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.10|P6
v20;LAST5;AWAY_STRONG;1.1;7;2;94;18;112;83.9286;1;1;2;50.0;53;12;65;81.5385;41;6;47;87.234;67;9;76;88.1579;2026-08-07;0.5953;0.0;0.9784;v20|LAST5|AWAY_STRONG|1.10|P7
