ConfigId;Type;Overall_OK;Overall_KO;Overall_Total;Overall_HitRate;Overall_SampleClass;NoAU_OK;NoAU_KO;NoAU_Total;NoAU_HitRate;Train_OK;Train_KO;Train_Total;Train_HitRate;Test_OK;Test_KO;Test_Total;Test_HitRate;Test_SampleClass;TrainTestDelta;W_RankingGap;W_HomeAttack;W_AwayAttack;W_HomeDefenseWeakness;W_AwayDefenseWeakness;W_HomeLast10Over;W_AwayLast10Over;W_HomeVenueOver;W_AwayVenueOver;W_BTTSProfile
LOC_0803;LOCAL;470;188;658;71.4286;100+;331;123;454;72.9075;260;121;381;68.2415;210;67;277;75.8123;100+;7.5708;7.658113;6.649727;15.222148;6.616433;11.958406;7.27601;12.259584;13.922803;14.779311;9.657464
LOC_0773;LOCAL;475;190;665;71.4286;100+;341;129;470;72.5532;262;125;387;67.7003;213;65;278;76.6187;100+;8.9184;7.220392;7.093699;12.923499;6.780419;11.430042;16.450055;9.14915;9.461358;13.108612;12.382775
LOC_2354;LOCAL;475;190;665;71.4286;100+;337;127;464;72.6293;270;123;393;68.7023;205;67;272;75.3676;100+;6.6653;7.456388;7.155418;8.922879;9.629575;12.70641;13.735143;14.190051;11.067054;9.512295;11.624787
LOC_0392;LOCAL;480;192;672;71.4286;100+;341;125;466;73.176;268;126;394;68.0203;212;66;278;76.259;100+;8.2387;7.129095;11.920161;10.903207;4.906182;7.480396;14.287296;17.301598;10.331101;10.337151;11.403813
LOC_2302;LOCAL;480;192;672;71.4286;100+;338;129;467;72.3769;268;125;393;68.1934;212;67;279;75.9857;100+;7.7923;6.997289;9.088632;10.356584;6.700185;10.859309;19.781553;8.781645;8.906995;14.175211;10.352596
GLOB_0456;GLOBAL;480;192;672;71.4286;100+;344;131;475;72.4211;270;122;392;68.8776;210;70;280;75.0;100+;6.1224;4.830564;9.156179;4.858597;0.857066;14.8928;1.919151;28.245068;10.410007;14.878252;15.952315
LOC_1115;LOCAL;490;196;686;71.4286;100+;342;127;469;72.9211;279;129;408;68.3824;211;67;278;75.8993;100+;7.5169;7.368551;17.093809;10.024985;6.306749;11.676066;6.694997;11.846923;6.11844;13.600337;15.269143
LOC_2106;LOCAL;490;196;686;71.4286;100+;346;133;479;72.2338;273;126;399;68.4211;217;70;287;75.6098;100+;7.1887;8.28938;11.617795;13.553471;10.536126;7.773925;14.74452;9.976187;12.883573;10.018859;6.606165
LOC_2827;LOCAL;490;196;686;71.4286;100+;344;127;471;73.0361;276;130;406;67.9803;214;66;280;76.4286;100+;8.4483;5.783887;16.2443;5.285408;6.728257;8.554759;9.735458;17.722347;12.200022;11.51824;12.227321
LOC_2376;LOCAL;495;198;693;71.4286;100+;348;133;481;72.3493;275;128;403;68.2382;220;70;290;75.8621;100+;7.6239;7.525998;9.381586;16.876917;7.975842;10.855716;11.365805;9.444403;13.398029;9.200056;9.975647
GLOB_0861;GLOBAL;495;198;693;71.4286;100+;360;142;502;71.7131;274;130;404;67.8218;221;68;289;76.4706;100+;8.6488;10.223772;15.634121;17.672311;18.214015;6.422625;11.416469;6.673064;3.477936;1.691691;14.573995
LOC_1136;LOCAL;500;200;700;71.4286;100+;353;137;490;72.0408;281;132;413;68.0387;219;68;287;76.3066;100+;8.2679;6.541823;10.536785;9.046738;9.692545;12.559632;13.472938;16.61476;7.392417;7.421479;12.720883
LOC_1376;LOCAL;500;200;700;71.4286;100+;355;137;492;72.1545;275;131;406;67.734;225;69;294;76.5306;100+;8.7966;6.951764;13.025878;14.728258;8.784149;7.379067;9.939926;12.346182;8.554823;9.651167;14.638787
LOC_2733;LOCAL;500;200;700;71.4286;100+;351;130;481;72.973;276;128;404;68.3168;224;72;296;75.6757;100+;7.3589;5.180139;12.200193;16.535344;5.44899;9.302867;10.218343;6.045739;16.128759;9.543152;15.396473
LOC_1023;LOCAL;505;202;707;71.4286;100+;355;136;491;72.3014;282;129;411;68.6131;223;73;296;75.3378;100+;6.7247;6.09346;13.661522;13.663767;6.663628;8.694953;19.631504;5.134644;10.691538;8.488509;13.276474
LOC_2949;LOCAL;505;202;707;71.4286;100+;352;132;484;72.7273;287;134;421;68.171;218;68;286;76.2238;100+;8.0528;4.723476;18.303889;6.076116;7.00151;6.270532;15.704957;10.644977;10.21336;10.891937;16.169248
GLOB_1149;GLOBAL;505;202;707;71.4286;100+;357;134;491;72.7088;282;130;412;68.4466;223;72;295;75.5932;100+;7.1466;5.891675;14.634215;10.840839;5.554733;6.023399;22.236493;2.744778;26.463135;5.54724;6.063492
GLOB_1582;GLOBAL;505;202;707;71.4286;100+;349;130;479;72.8601;281;128;409;68.7042;224;74;298;75.1678;100+;6.4636;8.047924;17.731845;10.285168;9.269493;6.354703;6.731353;6.420107;15.113807;23.738724;2.306876
BASE_V22;BASELINE;515;206;721;71.4286;100+;362;138;500;72.4;286;135;421;67.9335;229;71;300;76.3333;100+;8.3998;6.0;13.0;13.0;8.0;10.0;12.0;12.0;10.0;10.0;12.0
LOC_0570;LOCAL;515;206;721;71.4286;100+;364;136;500;72.8;288;133;421;68.4086;227;73;300;75.6667;100+;7.2581;6.105955;13.231993;14.904089;6.563132;9.506378;14.965657;11.255406;11.088086;7.457558;10.921746
LOC_1501;LOCAL;515;206;721;71.4286;100+;363;140;503;72.167;288;135;423;68.0851;227;71;298;76.1745;100+;8.0894;6.520751;12.840647;14.460038;9.268779;9.741676;10.269659;13.705169;11.343233;6.473781;11.376267
LOC_0955;LOCAL;520;208;728;71.4286;100+;368;136;504;73.0159;291;134;425;68.4706;229;74;303;75.5776;100+;7.107;6.823026;18.462183;14.336808;10.99281;4.545105;9.760295;5.789286;9.244466;14.352432;11.693588
LOC_1125;LOCAL;520;208;728;71.4286;100+;365;137;502;72.7092;290;137;427;67.9157;230;71;301;76.412;100+;8.4963;4.246292;13.383083;10.163465;6.908871;10.709079;14.78919;11.164815;8.934771;13.14919;12.551242
LOC_1470;LOCAL;520;208;728;71.4286;100+;369;140;509;72.4951;290;137;427;67.9157;230;71;301;76.412;100+;8.4963;6.518554;14.133349;13.525328;10.056375;9.232301;10.555137;12.685367;9.671481;9.131438;10.490671
LOC_2514;LOCAL;520;208;728;71.4286;100+;369;140;509;72.4951;290;136;426;68.0751;230;72;302;76.1589;100+;8.0838;5.674249;13.70065;12.8446;8.872601;8.005777;13.741741;11.685746;9.175454;10.16563;12.133552
LOC_2737;LOCAL;520;208;728;71.4286;100+;366;137;503;72.7634;289;135;424;68.1604;231;73;304;75.9868;100+;7.8264;7.837923;17.099093;15.44996;7.722513;6.542248;13.510934;13.307761;9.927083;9.840988;4.761497
GLOB_1706;GLOBAL;520;208;728;71.4286;100+;369;129;498;74.0964;294;133;427;68.8525;226;75;301;75.0831;100+;6.2306;3.040567;13.051407;2.047623;4.960952;14.652627;15.751796;16.354721;8.496421;19.55047;8.093415
LOC_0736;LOCAL;525;210;735;71.4286;100+;366;139;505;72.4752;297;140;437;67.9634;228;70;298;76.5101;100+;8.5467;6.191501;17.456989;12.954473;9.768175;10.826986;7.240596;6.829875;9.171554;10.759191;14.800661
LOC_1451;LOCAL;525;210;735;71.4286;100+;374;142;516;72.4806;292;137;429;68.0653;233;73;306;76.1438;100+;8.0785;4.471201;12.488553;11.54916;11.278742;8.025677;10.4143;11.831917;11.218856;11.87578;12.845814
LOC_1931;LOCAL;525;210;735;71.4286;100+;370;137;507;72.9783;294;137;431;68.2135;231;73;304;75.9868;100+;7.7733;4.920436;13.436989;12.309291;8.290706;9.833679;11.887172;13.197601;13.316904;8.352628;10.454593
LOC_0201;LOCAL;530;212;742;71.4286;100+;370;139;509;72.6916;291;141;432;67.3611;239;71;310;77.0968;100+;9.7357;5.608795;13.044952;13.849304;8.259354;12.210139;12.79526;7.648802;10.393716;12.660174;9.529504
LOC_2296;LOCAL;530;212;742;71.4286;100+;377;144;521;72.3608;296;138;434;68.2028;234;74;308;75.974;100+;7.7712;4.873779;11.238734;15.077103;7.941499;10.481496;13.613165;10.99233;10.947103;7.706014;13.128777
LOC_2879;LOCAL;540;216;756;71.4286;100+;384;142;526;73.0038;302;142;444;68.018;238;74;312;76.2821;100+;8.2641;5.995075;14.527507;15.463245;8.823346;10.135677;14.095315;10.713876;8.396677;8.892105;8.957175
LOC_0206;LOCAL;537;215;752;71.4096;100+;377;142;519;72.6397;302;138;440;68.6364;235;77;312;75.3205;100+;6.6841;7.572128;16.783657;12.018659;11.953015;10.678609;7.470412;10.910776;9.93439;12.774406;5.903948
LOC_1935;LOCAL;537;215;752;71.4096;100+;380;142;522;72.7969;299;140;439;68.1093;238;75;313;76.0383;100+;7.929;5.882296;15.671806;13.403261;11.068976;9.53673;11.081324;11.418154;9.832416;8.310035;9.795002
LOC_1092;LOCAL;532;213;745;71.4094;100+;378;139;517;73.1141;297;140;437;67.9634;235;73;308;76.2987;100+;8.3353;5.012336;15.052545;13.271438;6.888211;8.026389;15.380852;13.696962;10.562864;8.201335;9.907068
LOC_2676;LOCAL;532;213;745;71.4094;100+;373;139;512;72.8516;299;141;440;67.9545;233;72;305;76.3934;100+;8.4389;6.102354;14.466571;13.448858;7.886025;11.53201;14.377918;10.871548;9.33531;10.083028;7.896379
LOC_0875;LOCAL;527;211;738;71.4092;100+;369;139;508;72.6378;294;138;432;68.0556;233;73;306;76.1438;100+;8.0882;5.32239;15.763818;11.709614;10.051626;9.357479;9.769892;9.778174;7.882901;13.03861;13.325496
LOC_2400;LOCAL;527;211;738;71.4092;100+;371;142;513;72.3197;298;141;439;67.8815;229;70;299;76.5886;100+;8.7071;6.085773;15.569667;10.949026;12.282507;10.403897;8.931645;10.090162;9.294477;8.894124;13.498723
LOC_0477;LOCAL;517;207;724;71.4088;100+;360;137;497;72.4346;289;137;426;67.8404;228;70;298;76.5101;100+;8.6697;6.425778;16.364625;11.275334;7.574823;9.750369;11.845344;11.623453;9.290279;12.360369;9.489625
LOC_0600;LOCAL;517;207;724;71.4088;100+;364;138;502;72.51;290;137;427;67.9157;227;70;297;76.431;100+;8.5153;7.046772;18.042452;7.946353;11.863195;7.907093;9.642814;13.672094;9.900159;12.293815;7.685255
LOC_1441;LOCAL;512;205;717;71.4086;100+;358;136;494;72.4696;284;134;418;67.9426;228;71;299;76.2542;100+;8.3116;6.411012;12.084742;11.955165;8.00286;12.301966;15.197124;10.93854;10.330488;11.180573;7.59753
LOC_2347;LOCAL;512;205;717;71.4086;100+;363;135;498;72.8916;282;133;415;67.9518;230;72;302;76.1589;100+;8.2071;5.421003;13.611693;11.92681;10.773449;6.703905;7.747849;12.700862;12.750122;11.734541;12.629766
LOC_2495;LOCAL;512;205;717;71.4086;100+;356;133;489;72.8016;288;136;424;67.9245;224;69;293;76.4505;100+;8.526;6.466419;14.187147;9.988703;7.598936;15.124963;13.243455;9.355804;7.461859;12.48935;10.083364
LOC_1538;LOCAL;507;203;710;71.4085;100+;353;139;492;71.748;285;130;415;68.6747;222;73;295;75.2542;100+;6.5795;7.631477;10.567078;16.240777;11.299416;12.665916;10.776845;4.314546;11.506446;11.110093;9.887406
LOC_0713;LOCAL;502;201;703;71.4083;100+;349;132;481;72.5572;282;133;415;67.9518;220;68;288;76.3889;100+;8.4371;4.509902;15.014475;8.28078;7.662289;10.272096;9.07761;12.115966;10.138219;11.566534;17.362129
LOC_1333;LOCAL;502;201;703;71.4083;100+;361;141;502;71.9124;279;130;409;68.2152;223;71;294;75.8503;100+;7.6351;7.30766;10.11743;14.212807;11.379166;9.877032;14.166518;7.416189;9.262805;11.416077;10.844316
LOC_1562;LOCAL;502;201;703;71.4083;100+;353;132;485;72.7835;285;130;415;68.6747;217;71;288;75.3472;100+;6.6725;7.379276;17.678413;11.183;5.25227;11.173886;17.421187;9.066912;9.435649;6.390797;11.018611
LOC_1609;LOCAL;502;201;703;71.4083;100+;347;134;481;72.1414;282;133;415;67.9518;220;68;288;76.3889;100+;8.4371;5.162395;12.908162;9.487844;8.314563;13.598168;7.881889;8.88735;9.679297;15.393109;14.687224
LOC_2661;LOCAL;502;201;703;71.4083;100+;350;131;481;72.7651;282;130;412;68.4466;220;71;291;75.6014;100+;7.1548;7.945073;15.979445;10.245268;7.403295;13.722173;15.266562;8.734525;11.018938;7.785081;7.899638
LOC_1035;LOCAL;497;199;696;71.408;100+;348;137;485;71.7526;276;129;405;68.1481;221;70;291;75.945;100+;7.7969;7.904366;12.400081;14.863721;9.754265;8.205437;13.144779;9.753889;10.439497;8.83109;10.702876
LOC_1435;LOCAL;497;199;696;71.408;100+;351;132;483;72.6708;272;128;400;68.0;225;71;296;76.0135;100+;8.0135;7.598314;14.703072;14.999681;9.115886;4.577141;8.81498;11.07277;10.724142;12.037375;12.35664
LOC_1963;LOCAL;497;199;696;71.408;100+;351;132;483;72.6708;279;130;409;68.2152;218;69;287;75.9582;100+;7.743;6.216917;7.657544;12.797547;6.827763;13.079836;12.720586;15.704728;11.185592;12.003165;7.806321
LOC_2516;LOCAL;497;199;696;71.408;100+;355;133;488;72.7459;279;128;407;68.5504;218;71;289;75.4325;100+;6.8821;5.29131;10.231901;4.557177;10.109579;11.299163;18.766702;16.104472;6.489581;9.416656;13.733459
LOC_2602;LOCAL;497;199;696;71.408;100+;346;133;479;72.2338;277;129;406;68.2266;220;70;290;75.8621;100+;7.6355;7.539595;13.903782;12.634058;7.229315;10.344355;10.787313;12.990793;8.596698;11.493049;10.481043
LOC_1106;LOCAL;492;197;689;71.4078;100+;347;132;479;72.4426;272;127;399;68.1704;220;70;290;75.8621;100+;7.6917;7.082551;11.636596;15.655701;4.82836;9.191736;14.789992;10.287226;11.343994;8.720462;12.463382
LOC_1590;LOCAL;492;197;689;71.4078;100+;345;132;477;72.327;274;128;402;68.1592;218;69;287;75.9582;100+;7.799;6.445458;11.773806;9.905069;8.559397;9.739309;16.538182;10.772561;10.787917;10.956004;10.522296
LOC_2157;LOCAL;492;197;689;71.4078;100+;344;130;474;72.5738;281;131;412;68.2039;211;66;277;76.1733;100+;7.9694;8.17257;16.015129;11.622166;7.108151;10.866517;8.624883;14.612677;8.04198;7.954856;12.981071
LOC_0926;LOCAL;487;195;682;71.4076;100+;348;132;480;72.5;273;127;400;68.25;214;68;282;75.8865;100+;7.6365;5.062585;10.780242;10.978128;7.039327;6.46198;11.026089;15.743952;10.44338;10.549532;17.914785
LOC_1425;LOCAL;487;195;682;71.4076;100+;340;130;470;72.3404;272;126;398;68.3417;215;69;284;75.7042;100+;7.3625;9.304102;14.921171;11.125087;10.045337;8.173103;11.456619;12.30816;11.165629;9.814831;7.685961
LOC_2394;LOCAL;487;195;682;71.4076;100+;349;135;484;72.1074;270;126;396;68.1818;217;69;286;75.8741;100+;7.6923;6.522443;8.73342;11.270052;10.875106;9.756012;10.06953;15.038412;11.25117;9.710348;12.773509
LOC_2953;LOCAL;487;195;682;71.4076;100+;342;130;472;72.4576;274;130;404;67.8218;213;65;278;76.6187;100+;8.7969;7.122135;12.538041;10.530168;8.274722;11.5728;8.106398;16.359246;8.29808;11.622656;11.575755
LOC_0518;LOCAL;482;193;675;71.4074;100+;338;129;467;72.3769;268;127;395;67.8481;214;66;280;76.4286;100+;8.5805;7.790208;12.411805;11.758239;9.830418;10.93536;7.609717;11.503785;9.447904;12.348092;12.364474
LOC_0637;LOCAL;482;193;675;71.4074;100+;344;129;473;72.7273;267;124;391;68.2864;215;69;284;75.7042;100+;7.4178;6.850266;11.723401;11.035526;8.911378;8.958705;14.507263;10.425011;15.008588;4.520876;14.058986
LOC_2543;LOCAL;482;193;675;71.4074;100+;338;125;463;73.0022;271;125;396;68.4343;211;68;279;75.6272;100+;7.1929;7.588021;17.005267;11.621578;4.463747;9.351993;10.166996;11.101394;11.530917;11.296573;11.873514
LOC_0240;LOCAL;477;191;668;71.4072;100+;338;131;469;72.0682;265;123;388;68.299;212;68;280;75.7143;100+;7.4153;7.5697;9.873126;13.346157;10.066961;9.278359;8.602364;11.058851;11.859248;10.847954;13.49728
LOC_1326;LOCAL;477;191;668;71.4072;100+;341;126;467;73.0193;264;125;389;67.8663;213;66;279;76.3441;100+;8.4778;6.607134;12.512973;9.541257;5.967584;5.015065;17.908245;16.315771;7.191346;15.040929;9.899698
LOC_2264;LOCAL;477;191;668;71.4072;100+;339;128;467;72.591;265;123;388;68.299;212;68;280;75.7143;100+;7.4153;7.018479;12.650765;12.525737;9.048347;4.269642;11.927241;11.137936;13.063987;10.368021;13.989845
LOC_0126;LOCAL;472;189;661;71.407;100+;335;129;464;72.1983;266;125;391;68.0307;206;64;270;76.2963;100+;8.2656;8.519261;9.711167;13.338382;7.985972;12.185344;10.825751;15.047268;8.099643;6.682788;13.604425
LOC_1234;LOCAL;472;189;661;71.407;100+;332;125;457;72.6477;265;124;389;68.1234;207;65;272;76.1029;100+;7.9795;7.19725;13.09545;10.666619;4.007554;11.691718;12.060817;18.215532;6.722054;6.906418;15.436587
LOC_2149;LOCAL;472;189;661;71.407;100+;335;123;458;73.1441;265;126;391;67.7749;207;63;270;76.6667;100+;8.8918;7.378264;15.117523;11.065949;5.858821;8.731608;9.087173;14.252451;11.216955;5.84688;17.444377
LOC_0026;LOCAL;467;187;654;71.4067;100+;328;129;457;71.7724;261;122;383;68.1462;206;65;271;76.0148;100+;7.8686;7.636462;8.760988;9.480939;10.658857;14.366679;7.836529;10.832672;11.094434;10.688583;14.643856
LOC_2112;LOCAL;467;187;654;71.4067;100+;336;125;461;72.885;259;126;385;67.2727;208;61;269;77.3234;100+;10.0507;6.842011;8.352023;11.107739;5.551518;8.57439;18.617402;14.329578;7.526379;10.75917;14.339789
LOC_2929;LOCAL;467;187;654;71.4067;100+;332;126;458;72.4891;259;123;382;67.801;208;64;272;76.4706;100+;8.6696;7.633573;10.13308;11.086107;7.468981;9.711958;12.401684;13.70841;6.859704;12.629582;14.366921
GLOB_0087;GLOBAL;467;187;654;71.4067;100+;335;122;457;73.3042;263;127;390;67.4359;204;60;264;77.2727;100+;9.8368;13.860441;34.920302;2.998948;2.788975;6.505653;12.201072;5.332075;10.316136;9.993132;7.083267
LOC_1171;LOCAL;462;185;647;71.4065;100+;327;125;452;72.3451;258;124;382;67.5393;204;61;265;76.9811;100+;9.4418;8.880576;9.929863;17.497329;4.905365;10.752922;10.067795;8.347373;12.702314;6.453123;16.46334
LOC_2292;LOCAL;462;185;647;71.4065;100+;330;128;458;72.0524;255;123;378;67.4603;207;62;269;76.9517;100+;9.4914;6.64752;9.718375;12.753075;6.81993;9.565309;12.165668;11.375823;7.568882;9.503967;19.881451
LOC_1297;LOCAL;457;183;640;71.4062;100+;326;123;449;72.6058;257;122;379;67.81;200;61;261;76.6284;100+;8.8184;7.633516;11.026193;7.451308;8.867901;9.274834;12.939488;13.182639;12.545926;6.623897;16.454298
LOC_0231;LOCAL;452;181;633;71.406;100+;323;121;444;72.7477;253;120;373;67.8284;199;61;260;76.5385;100+;8.7101;8.246081;12.619551;9.489439;9.374412;6.758659;12.523798;13.307307;7.559904;8.371029;17.749821
GLOB_0357;GLOBAL;447;179;626;71.4058;100+;325;121;446;72.87;249;116;365;68.2192;198;63;261;75.8621;100+;7.6429;6.377685;5.285429;3.244134;9.084832;9.439292;23.118331;15.604;5.468453;8.872032;19.505812
GLOB_0853;GLOBAL;447;179;626;71.4058;100+;314;118;432;72.6852;250;120;370;67.5676;197;59;256;76.9531;100+;9.3855;7.622058;22.884069;2.008859;1.095843;8.415072;7.963144;7.016419;18.22222;7.923999;22.848317
GLOB_1456;GLOBAL;447;179;626;71.4058;100+;322;121;443;72.6862;245;112;357;68.6275;202;67;269;75.0929;100+;6.4654;12.141763;5.12506;20.353721;9.169379;11.905268;5.980278;12.173205;5.675133;18.093366;5.382829
GLOB_0807;GLOBAL;432;173;605;71.405;100+;306;113;419;73.031;243;114;357;68.0672;189;59;248;76.2097;100+;8.1425;8.339678;7.521755;6.587953;3.044579;12.222137;9.134477;25.440323;17.086452;3.795958;12.826689
GLOB_1719;GLOBAL;427;171;598;71.4047;100+;306;113;419;73.031;244;114;358;68.1564;183;57;240;76.25;100+;8.0936;13.606189;20.057824;11.6532;2.133968;12.862125;2.092343;15.623389;3.586533;7.673933;16.710496
GLOB_0433;GLOBAL;422;169;591;71.4044;100+;304;110;414;73.43;240;110;350;68.5714;182;59;241;75.5187;100+;6.9473;12.102777;10.772963;11.437831;4.759925;4.117058;24.302269;7.569929;12.608241;10.56852;7.760487
GLOB_1822;GLOBAL;422;169;591;71.4044;100+;302;109;411;73.4793;244;111;355;68.7324;178;58;236;75.4237;100+;6.6913;10.08531;13.473969;4.9307;0.125513;3.923945;24.629386;9.982798;21.469201;9.811818;7.567359
GLOB_0833;GLOBAL;412;165;577;71.4038;100+;301;113;414;72.7053;226;111;337;67.0623;186;54;240;77.5;100+;10.4377;9.558614;9.925635;15.553626;3.830262;8.434563;7.697337;7.916281;7.735924;10.765937;24.581822
GLOB_0257;GLOBAL;377;151;528;71.4015;100+;274;101;375;73.0667;209;96;305;68.5246;168;55;223;75.3363;100+;6.8117;15.239974;14.863044;17.825205;10.727692;1.980134;2.708763;1.693672;10.533921;11.062972;19.364623
GLOB_0474;GLOBAL;377;151;528;71.4015;100+;273;99;372;73.3871;211;100;311;67.8457;166;51;217;76.4977;100+;8.652;13.89718;3.142819;17.338298;6.238218;12.588443;6.887885;9.493838;6.622559;15.139434;14.651324
GLOB_1445;GLOBAL;352;141;493;71.3996;100+;261;94;355;73.5211;199;95;294;67.6871;153;46;199;76.8844;100+;9.1973;10.516227;5.694544;8.894558;3.61368;2.669138;16.186128;13.887072;13.494289;4.430716;26.613648
LOC_0308;LOCAL;534;214;748;71.3904;100+;376;138;514;73.1518;299;140;439;68.1093;235;74;309;76.0518;100+;7.9425;4.680604;15.668436;12.647239;8.052143;9.862145;11.472564;11.009506;11.658743;10.273812;10.674806
LOC_0330;LOCAL;529;212;741;71.39;100+;374;137;511;73.1898;299;141;440;67.9545;230;71;301;76.412;100+;8.4575;6.84706;15.978675;12.677709;8.258439;10.552637;12.738115;14.049173;8.446938;10.352174;6.099082
LOC_0157;LOCAL;524;210;734;71.3896;100+;369;137;506;72.9249;293;136;429;68.2984;231;74;305;75.7377;100+;7.4393;5.011334;15.460437;14.148799;7.584345;9.787624;9.77348;9.089235;12.231254;8.655939;14.257553
LOC_1791;LOCAL;524;210;734;71.3896;100+;374;143;517;72.3404;293;135;428;68.4579;231;75;306;75.4902;100+;7.0323;5.577389;10.895187;16.7575;6.924068;8.499226;16.739484;10.783976;10.060009;9.26583;10.497332
LOC_2557;LOCAL;524;210;734;71.3896;100+;371;139;510;72.7451;291;136;427;68.1499;233;74;307;75.8958;100+;7.7459;6.989471;12.490625;15.812116;8.688777;9.370706;16.848794;11.468211;9.906943;9.916599;4.507758
LOC_2962;LOCAL;524;210;734;71.3896;100+;373;138;511;72.9941;291;136;427;68.1499;233;74;307;75.8958;100+;7.7459;3.685101;12.542162;12.079435;7.174613;7.230366;16.981373;11.650942;9.694363;12.707408;12.254235
LOC_0012;LOCAL;519;208;727;71.3893;100+;360;139;499;72.1443;292;134;426;68.5446;227;74;301;75.4153;100+;6.8707;5.294513;15.964849;9.13923;8.251918;9.670901;13.184787;9.315407;13.814186;9.877991;11.486219
LOC_0975;LOCAL;514;206;720;71.3889;100+;358;134;492;72.7642;287;134;421;68.171;227;72;299;75.9197;100+;7.7487;5.343176;12.919227;13.346167;5.480344;12.037172;14.161719;9.593944;12.66305;8.935784;11.519416
LOC_1986;LOCAL;514;206;720;71.3889;100+;361;141;502;71.9124;288;135;423;68.0851;226;71;297;76.0943;100+;8.0092;8.231075;15.030679;15.904676;9.302821;10.953258;8.002175;11.795285;8.724519;6.749989;11.305522
LOC_2109;LOCAL;514;206;720;71.3889;100+;359;135;494;72.6721;286;136;422;67.7725;228;70;298;76.5101;100+;8.7376;5.960249;12.970045;12.143383;7.635083;10.368829;10.859537;12.069221;10.829938;11.960664;11.203052
LOC_2143;LOCAL;514;206;720;71.3889;100+;362;138;500;72.4;285;134;419;68.0191;229;72;301;76.0797;100+;8.0606;7.076515;14.51249;14.247809;9.631068;7.802675;10.759907;13.676679;10.16353;8.871085;9.258242
LOC_2588;LOCAL;514;206;720;71.3889;100+;359;137;496;72.379;289;134;423;68.3215;225;72;297;75.7576;100+;7.4361;5.207053;15.517575;10.072072;8.574155;9.631202;10.745272;9.683165;11.512982;9.77324;15.283283
LOC_2922;LOCAL;514;206;720;71.3889;100+;357;136;493;72.4138;288;134;422;68.2464;226;72;298;75.8389;100+;7.5925;6.504364;13.235989;12.980023;9.370592;10.743417;12.734122;8.877621;11.838075;10.475427;9.240371
LOC_0894;LOCAL;509;204;713;71.3885;100+;360;136;496;72.5806;285;131;416;68.5096;224;73;297;75.4209;100+;6.9113;6.854277;18.353272;14.679289;8.118177;3.647414;11.587358;12.148022;10.436569;7.761579;12.414042
LOC_2098;LOCAL;509;204;713;71.3885;100+;357;132;489;73.0061;284;133;417;68.1055;225;71;296;76.0135;100+;7.908;7.516982;16.274612;14.942709;6.005961;10.660544;10.821148;9.19451;9.78922;9.551915;11.2424
GLOB_1648;GLOBAL;509;204;713;71.3885;100+;363;130;493;73.6308;289;132;421;68.6461;220;72;292;75.3425;100+;6.6964;8.079326;21.613451;0.431154;6.832056;19.132632;10.656434;14.315084;9.143118;11.498837;4.297908
LOC_0301;LOCAL;499;200;699;71.3877;100+;346;128;474;72.9958;280;133;413;67.7966;219;67;286;76.5734;100+;8.7768;5.573034;12.629845;11.316897;4.69685;10.133858;10.512113;17.919689;11.715379;12.314893;9.187442
LOC_1053;LOCAL;499;200;699;71.3877;100+;353;133;486;72.6337;283;132;415;68.1928;216;68;284;76.0563;100+;7.8635;5.514271;15.48893;5.286408;9.36115;9.541052;10.439305;16.309783;10.721067;11.293525;12.04451
LOC_1327;LOCAL;499;200;699;71.3877;100+;354;134;488;72.541;279;130;409;68.2152;220;70;290;75.8621;100+;7.6469;5.817902;8.351234;12.48282;7.923157;11.907265;14.994941;11.498152;11.728854;10.853497;10.442178
GLOB_0312;GLOBAL;247;99;346;71.3873;100+;182;71;253;71.9368;138;63;201;68.6567;109;36;145;75.1724;100+;6.5157;31.591987;4.865741;4.881412;3.48487;19.407404;7.801494;13.714807;6.007967;4.255805;9.988514
LOC_0151;LOCAL;494;198;692;71.3873;100+;345;135;480;71.875;275;129;404;68.0693;219;69;288;76.0417;100+;7.9724;8.91856;13.015676;14.461437;9.045773;9.426034;14.019498;8.510265;8.048102;10.941721;9.612934
LOC_0328;LOCAL;494;198;692;71.3873;100+;349;133;482;72.4066;272;126;398;68.3417;222;72;294;75.5102;100+;7.1685;6.877288;10.46534;13.208339;8.304916;9.086636;11.118528;13.264037;11.814912;12.153875;9.70613
LOC_1119;LOCAL;494;198;692;71.3873;100+;345;130;475;72.6316;277;127;404;68.5644;217;71;288;75.3472;100+;6.7828;5.85308;13.683589;11.093985;7.359417;8.227662;14.442979;10.010335;12.80145;8.578676;13.948825
GLOB_1667;GLOBAL;494;198;692;71.3873;100+;357;127;484;73.7603;281;136;417;67.3861;213;62;275;77.4545;100+;10.0684;5.321185;22.972459;4.337726;2.681231;9.43395;3.002107;21.900588;5.857106;8.880157;21.613491
LOC_0024;LOCAL;489;196;685;71.3869;100+;347;126;473;73.3615;270;127;397;68.0101;219;69;288;76.0417;100+;8.0316;5.531758;9.21067;14.65272;3.460835;8.825058;11.052186;15.0032;15.181534;10.696602;12.385436
LOC_0757;LOCAL;489;196;685;71.3869;100+;342;128;470;72.766;271;128;399;67.9198;218;68;286;76.2238;100+;8.304;7.643605;13.170019;13.271447;5.680013;9.337165;13.189352;14.039938;8.541599;10.822932;10.303931
